nation_id,first_name,last_name,position,kit_number,date_of_birth
44,Abbosbek,Fayzullaev,MF,22,2003-10-03
44,Sherzod,Esanov,MF,23,2003-02-01
44,Bekhruz,Karimov,DF,24,2007-08-07
44,Avazbek,Ulmasaliev,DF,25,2000-03-27
44,Jakhongir,Urozov,DF,26,2004-01-18
48,Dominik,Livaković,GK,1,1995-01-09
48,Josip,Stanišić,DF,2,2000-04-02
48,Marin,Pongračić,DF,3,1997-09-11
48,Joško,Gvardiol,DF,4,2002-01-23
48,Duje,Ćaleta-Car,DF,5,1996-09-17
48,Josip,Šutalo,DF,6,2000-02-28
48,Nikola,Moro,MF,7,1998-03-12
48,Mateo,Kovačić,MF,8,1994-05-06
48,Andrej,Kramarić,FW,9,1991-06-19
48,Luka,Modrić,MF,10,1985-09-09
48,Ante,Budimir,FW,11,1991-07-22
48,Ivor,Pandur,GK,12,2000-03-25
48,Nikola,Vlašić,MF,13,1997-10-04
48,Ivan,Perišić,FW,14,1989-02-02
48,Mario,Pašalić,MF,15,1995-02-09
48,Martin,Baturina,MF,16,2003-02-16
48,Petar,Sučić,MF,17,2003-10-25
48,Kristijan,Jakić,DF,18,1997-05-14
48,Toni,Fruk,MF,19,2001-03-09
48,Igor,Matanović,FW,20,2003-03-31
48,Luka,Sučić,MF,21,2002-09-08
48,Luka,Vušković,DF,22,2007-02-24
48,Dominik,Kotarski,GK,23,2000-02-10
48,Marco,Pašalić,FW,24,2000-09-14
48,Martin,Erlić,DF,25,1998-01-24
48,Petar,Musa,FW,26,1998-03-04
45,Jordan,Pickford,GK,1,1994-03-07
45,Ezri,Konsa,DF,2,1997-10-23
45,Nico,O'Reilly,DF,3,2005-03-21
45,Declan,Rice,MF,4,1999-01-14
45,John,Stones,DF,5,1994-05-28
45,Marc,Guéhi,DF,6,2000-07-13
45,Bukayo,Saka,FW,7,2001-09-05
45,Elliot,Anderson,MF,8,2002-11-06
45,Harry,Kane,FW,9,1993-07-28
45,Jude,Bellingham,MF,10,2003-06-29
45,Marcus,Rashford,FW,11,1997-10-31
45,Trevoh,Chalobah,DF,12,1999-07-05
45,Dean,Henderson,GK,13,1997-03-12
45,Jordan,Henderson,MF,14,1990-06-17
45,Dan,Burn,DF,15,1992-05-09
45,Kobbie,Mainoo,MF,16,2005-04-19
45,Morgan,Rogers,MF,17,2002-07-26
45,Anthony,Gordon,FW,18,2001-02-24
45,Ollie,Watkins,FW,19,1995-12-30
45,Noni,Madueke,FW,20,2002-03-10
45,Eberechi,Eze,MF,21,1998-06-29
45,Ivan,Toney,FW,22,1996-03-16
45,James,Trafford,GK,23,2002-10-10
45,Reece,James,DF,24,1999-12-08
45,Djed,Spence,DF,25,2000-08-09
45,Jarell,Quansah,DF,26,2003-01-29
46,Lawrence,Ati-Zigi,GK,1,1996-11-29
46,Alidu,Seidu,DF,2,2000-06-04
46,Caleb,Yirenkyi,MF,3,2006-01-15
46,Jonas,Adjetey,DF,4,2003-12-13
46,Thomas,Partey,MF,5,1993-06-13
46,Abdul,Mumin,DF,6,1998-06-06
46,Abdul,Fatawu,FW,7,2004-03-08
46,Kwasi,Sibo,MF,8,1998-06-24
46,Jordan,Ayew,FW,9,1991-09-11
46,Brandon,Thomas-Asante,FW,10,1998-12-29
46,Antoine,Semenyo,MF,11,2000-01-07
46,Joseph,Anang,GK,12,2000-06-08
46,Christopher,Bonsu Baah,FW,13,2004-12-14
46,Gideon,Mensah,DF,14,1998-07-18
46,Elisha,Owusu,MF,15,1997-11-07
46,Benjamin,Asare,GK,16,1992-07-13
46,Abdul,Rahman Baba,DF,17,1994-07-02
46,Jerome,Opoku,DF,18,1998-10-14
46,Iñaki,Williams,FW,19,1994-06-15
46,Augustine,Boakye,MF,20,2000-11-03
46,Kojo,Peprah Oppong,DF,21,2004-06-04
46,Kamaldeen,Sulemana,FW,22,2002-02-15
46,Derrick,Luckassen,DF,23,1995-07-03
46,Ernest,Nuamah,FW,24,2003-11-01
46,Prince,Kwabena Adu,FW,25,2003-09-23
46,Marvin,Senaya,DF,26,2001-01-28
47,Luis,Mejía,GK,1,1991-03-16
47,César,Blackman,DF,2,1998-04-02
47,José,Córdoba,DF,3,2001-06-03
47,Fidel,Escobar,DF,4,1995-01-09
47,Edgardo,Fariña,DF,5,2001-10-19
47,Cristian,Martínez,MF,6,1997-02-06
47,José,Luis Rodríguez,MF,7,1998-06-19
47,Adalberto,Carrasquilla,MF,8,1998-11-28
47,Tomás,Rodríguez,FW,9,1999-03-09
47,Ismael,Díaz,MF,10,1997-05-12
47,Yoel,Bárcenas,MF,11,1993-10-23
47,César,Samudio,GK,12,1994-02-23
47,Jiovany,Ramos,DF,13,1997-01-26
47,Carlos,Harvey,DF,14,2000-02-03
47,Eric,Davis,DF,15,1991-03-31
47,Andrés,Andrade,DF,16,1998-10-16
47,José,Fajardo,FW,17,1993-08-18
47,Cecilio,Waterman,FW,18,1991-04-13
47,Alberto,Quintero,MF,19,1987-12-18
47,Aníbal,Godoy,MF,20,1990-02-10
47,César,Yanis,MF,21,1996-01-28
47,Orlando,Mosquera,GK,22,1994-12-25
47,Michael,Amir Murillo,DF,23,1996-02-11
47,Azarias,Londoño,FW,24,2001-06-21
47,Roderick,Miller,DF,25,1992-04-03
47,Jorge,Gutiérrez,DF,26,1998-09-01
